Statistical profiling result from info-nolog-v8.log, (1849 ticks, 69 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    2.7%          JS: ~setupWebCrypto node:internal/process/pre_execution:270:24
      2  100.0%            JS: ~prepareExecution node:internal/process/pre_execution:52:26
      2    2.7%          JS: ~<anonymous> node:internal/source_map/source_map_cache:1:1
      2  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      2    2.7%          JS: ~<anonymous> node:internal/modules/esm/load:1:1
      2  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      2    2.7%          JS: ~<anonymous> node:_http_common:1:1
      2  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~setupFetch node:internal/process/pre_execution:221:20
      1  100.0%            JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1    1.4%          JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1  100.0%            JS: ~prepareMainThreadExecution node:internal/process/pre_execution:36:36
      1    1.4%          JS: ~lazyLoadStreams node:fs:2903:25
      1  100.0%            JS: ~get ReadStream node:fs:3046:17
      1    1.4%          JS: ~get node:dns:350:8
      1  100.0%            t _Builtins_ReflectGet
      1    1.4%          JS: ~get BlockList node:net:1960:16
      1  100.0%            JS: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      1    1.4%          JS: ~<anonymous> node:net:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~<anonymous> node:internal/readline/interface:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~<anonymous> node:internal/modules/esm/module_map:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~<anonymous> node:internal/modules/esm/get_format:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~<anonymous> node:internal/cluster/primary:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~<anonymous> node:dns:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~<anonymous> node:cluster:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~<anonymous> node:_tls_common:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    1.4%          JS: ~<anonymous> node:_http_outgoing:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
     11   12.6%        JS: ^compileForPublicLoader node:internal/bootstrap/loaders:264:25
     11  100.0%          JS: ^loadBuiltinModule node:internal/modules/cjs/helpers:45:27
     11  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:851:24
      2    2.3%        JS: ~compileForPublicLoader node:internal/bootstrap/loaders:264:25
      1   50.0%          JS: ~loadBuiltinModule node:internal/modules/cjs/helpers:45:27
      1  100.0%            JS: ~Module._load node:internal/modules/cjs/loader:851:24
